player71820,110 2 20
th.tm.coi,15 cm
t.p.gi.nht.th.gi,t hỏi chatgtp r 30
robertp7911,15cm
arale32_,
zakirdautov,
usero74jrr20om,15
listillo8,una tortuga no puede subir a esa piedra
lotta8073,15
ripobraun1, 15 cm 
libya3166,الإجابة في الصورتين 30 من يو وافق
hetaiartist_go.br,15
superhetero12,é do tamanho de uma tartaruga
ptqpcrlh,15
peter.gazdk5,60cm
victorwerneke,a tartaruga tem 15cm e a pedra tem 315cm
noname769755,15
userjvin93d1i0,15
gaby_dardalhon,à lœil jai mesuré 60
stayhereaslongaspossible,
antoninocacace0,30
khanhhungheheboy,gọi chiều cao con rùa là x vậy có chiều cao tản đá là x300 chiều cao con rùa tản đá là x300x hay x2300 vậy ta có pt là x2300330 x15
like.agod,15
lincios,15
kkkk30304,60
tio_san157,60
jasikffkz,15
brus.191,30 aquí
luigifazzino1,60 cm
_fontes69,15
juboland,i am depressed by the school level today
liquizell,42
riuki.moon,15
tbruck67,15
history.in.detail,х камень у черепаха ху330 ху300 х300у 300уу330 2у330300 2у30 у15
brandwilli1,15cm
.._.._.._21,1530
juicewrldfanpage09,15
massimo.inturrisi.foto,il masso ha unaltezza di 315 la tartaruga di 15
bobby8242,пооаьв1 x  y  300 2 x  y  y  330 330  300  30 yv 330 x  y  300
simi39705,360
user2192270208468,tartaruga 15cm
mudasir_manjhoo,15
diyar.srd,x15 cm
midnight.fox0,15cm
d0slla,клянитесь
velizar.tanchev,15
elias.blochberger,15 cm
legolas0835,15
zeitdra,ý ad là câu khó thì tranh nhau trả lời mà câu dễ thì chẳng ai quan tâm à
maciejkonkol616,15
user2380334290831,15
shko_pey,الصورة الاولة طول السلححفات 15 الصورة الثانية طولها 30
m_.y.16,15
melanhkolinka,
cristianelfotbollista,130 215
cristianelfotbollista,30cm
bekmurat0881,60й
lav.ivanovi,60 30
javad1472,x  y  xy300 xy330 2x630 x315 y15
.19880921888,15см
v_4_m_p_z,15
mustafaozden_55,60 cm
senka.ksenka,
onzze435,15cm
audrius.adamonis,30
neszyys,30
boy123gdgggh,60 
agurban4,15см
harrisic.com,60
andriy_47,60
calabrianmapper.f,its 20
kilian.kurz,15cm
rgm.79s.gm.sparta,cái biểu thức ở dưới tôi thấy nó là yxx330 nó ổn hơn đấy
ibrahimk0661,60
en._.zo26,15
fabiobalestracci,15 cm
dodina_16,15
longngu572,15
amartim.07,15
spookyy08,20
melegomech00,nhìn bt 30 
killuan42,60
thuraaung023,30
user4851136794100,15
darius.florea,
user2463265306810,30
y2x827,330cm
nodscidgamma,
tgxyxxhc,
jere.hn,60
luuucifer_04,15 سنتيم
csavarbalint,15
pavel_commiasr,
giovannizanella77,15
enzoo_dp,15 et 30
megasigmatim,так 2 вариант даже легче
matfishing_06700,15 club
userakez6rrfez,30
linjun03,30cm is the turtle high
dosyjan,косындар
dosyjan,тас 315 черепаха 15чётамба
psgbi,15
kamelot1992,черепаха 15см
juntangshiya,đầu 15 sau 30
minidrive1305,beides 15 cm
nuckyntal,60
makinosakai96,nhiều ng nói 30 đc hay á có 15 à cái đá có phải 300 đâu mà nói như đúng r trình độ tốt ko cần hỏi có đi hc ko  
dr..yusupov,поднялся черепаха красавчик 
walter.o.lima,15cm
amongusi22,33030030
aaanimekatze,15
fox52757,аб300 2аб330 б300а 2а300а330 а33030030
almightydemon,y  высота камня х  рост черепахи и ещё важное условие y  x  наглядно видно на рисунке  составим систему уравнений 1 y  x  300 2 y  x  330  домножим это уравнение на 1  1 y  x  300 2 y  x  330 сложим уравнения системы управлений получаем  y  y  x  x   30 2x  30  x  15 подставим в 1 y  15  300  y  315 ответ  15315
violaseredinska,30
kuki845,
jaeyeol_10,30
user17478504,2 камінь 330
b1rbeyfendi,15
andriyplitka,15
leeyoungbokfelix19,picture 1 30cm picture 2 15cm
amusaev6,60
12ich21,60cm
mr_sever_,15 вроде
ariel_gmc,
ariel_gmc,
islambekovvv_,первы фото 60
loren29292,15
kinala_amr,15
maks21376960,60 cm
margorittocappa,130 260
fx_kokocuk,15 если черепаху убрать с 1 то камень будет 315 и на камень поставить черепаху будет 330
elian_arts988,30 si la tortuga y la piedra son 300 30 la tortuga y 270 la piedra con 2 tortugas 330
josue.ramos714,15
weyyyna2,15 30
zooaril,15
verinika36,15
lightninglosing,15 см ответ
fahri_wahsa,270cm
nnnujung,15
_bot_00016,160 230
vilka_bla0001,это до черепахи 1 или от земли
user1201931536103,
zarsaxrp25h,30
vasylkrutiy1999,30
komen_son,хз вроде 45
leebngcj,
gabrielbautistaibarbalz,0 533030015 por método de reducción saque esta fórmula
max327808,60
ayxo.gwx,vvs son diferentes medidas la primera es 315 y 15 y la segunda es 300 y 300
sigma.dad14,15
sydsuperstar,15 
zigus_06,đây nhé h1 chỉ tính từ đầu rùa đến đỉnh cục đá là 300 h2 từ dưới cục đá đi lên đỉnh con rùa là 330  con rùa 15 cục đá 315 nhé
blockstrike363,15
htareishweyee8,p1  15 cm
lunaa03.am,
sadmusic2360,bằng 15
degraptor5,в 1 30 во 2 15
kyritos3,ảnh 2 chỉ cần lấy 330300
leevingene,first pic is 60cm second is 30cm
j1nx061,в любом случае мы узнаем значение роста черепахи
lucacangemi3,da igual si hay una tortuga entre la piedra o no ambas mediciones parten del suelo hasta la piedra asi que sigan despejando x porque planos no interpretaron en sus vidas
vqho6,bỏ 2 con rùa ra lấy 330  300 rồi chia cho 2 con rùa 5 giải thích đơn giản cho mấy anh mấy anh ra 30 rồi lập pt màu mè còn chửi ngta nữa mắc mệt
blue_tigre0,1 60 2 30
penikmatkopi444,masih bingung gambar 1 gimana hasilnya anggap tinggi kura2 30m berarti tinggi batu 270m kura2 naik hitung ketinggian dari dasar jadi 330m
bl4ckberry_blackmic,pues si altura debería ser de 30 cm siento que con este comentario saldré en un vídeo del calzosqui 
monstr_t,
axe_tol,
so2439,15
ta.lla33,15
.tiktok.com723,nghĩ đơn giản thôi đó là 30
whois4ymen,15
jorge_nionaldo,wey saque me de la duda pensé q era 30 pero la medida es desde la tortuga de abajo y ahora creo q es 15
nur_2013.04.10,1  30030270 2 3003030270 3 30
lokomatoko,15
pocopica3,en la primera imagen supongamos que la tortuga mide 15 y la piedra se mide 300cm desde la cabeza de esta la piedra medirá 315 y cuando la tortuga está arriba es 330
keyla_maxmudo,es lo mismo
cleobryleziervo,
penaldo1100,3302x300 x15 cm
d20040322,si sabes que en vez de ese calculo solo hace falta mirar bien para ver que al sobrar 30 son 15 arriba y 15 abajo en la segunda imagen siendo solo 15 se ve a simple vista sin hacer tanto calculo
miguelenciso7834,15
dunja_gajic,30
kauauchiha07,30 cm
ssh.pedro,as 2 são 15
sandraq.j,60
aldair.412,
cronado08,a resposta da primeira e 15 e da segunda e 30
tanon11991,เต่า60 คิดไรเยอะแยะ ดูลูกศรดีดีดิ
eainthmuekoko7772,
xf1v.y,pq usan uso de la x y de la y  si con una sumita basta
dennischen58,15
crna_fnzs,xy300 1 xyy 330 x330 2 1 dans 2 330  y  300 y  330300 y 30
viangantengbangetsekali,15 cm
gigangelo2.1,30
josep_cuenta_normal,en la primera 30 y en la segunda 15
deniz_mag,15
_bf_tavio_101,30
prostiotec,xкамень yчерепаха 1 xyxy300330630 xyxy630 2x630 x6302315 xy330 y330x33031515 2 xyy330 x330 xy330y300 y30
ypad28,15 cm
tinasii1502,hình 1 15cm hình 2 30cm đúng hay sai áp số vô là biết liền
ender_2003,hình 2 nó tính từ đầu con rùa chứ ko phải tính từ mặt đất nên là 15 nha nhìn ko kĩ cứ tính từ mặt đất đi lên nên ra 30  chứ nó là 15 à
funny_osssscaaaaaaa,so easy
uros8574,15cm
ignis_aqua,cest pareil nan 
zumo.de.pia82,primera imagen 15 y segunda 30
das_greuel,1 60 2 30
hey_alexia1,im on spring break leave me alone
mdz__333,15
sergio.rodrigues168,60
sr.rafis,70
neele_nene5,60
anno1082,second pic i x300y ii x330yx  i xy300 ii y330 ii in i x330300 x30
egeaking1234,usas hardest quetion
gezadia2.1,15
shveps22,15
dibilirt,
koichan.09,bằng 15cm đúng không
zzgur,60
itamarcom31,60
ub120.dbbdw8,300мм
12vias,es 15
farukbaskan3,60
notsogibberish,1st pic 300tr 330rt 330300tt 3303002t t15 2nd pic 300tr 330ttr 330ttt300 330300ttt t30
skibidikyaohio,30
jossel2107,la tortuga vale 15cm
perfumandolavida5,15 cm
apokzld1,
pup.taiga,turtel  60 
lucile_imagine,3303002 15
ttemmyyy,15 cm è laltezza della tartaruga
maressarmlima,15
carloavveniente,748kg
user4867547868342,60см черепаха 
jozsef891,15
61._poyraz_.61,15
danil_perfilyev,черепаха 15
user15240137695344,300330
teegor_,15
domenicoferr,300
ttandev,tortilla 15 rock 315
gnikrtg,15
martna3112,30
toba_fn10,15
abdulabarznji750,30
iliuziar,15
erenatiks4,nung nakuha na ung sagot kopyahan na eh sheesh mentality
passat_maringa,15
namir_0121,115 230
geleia9273,60
gex72cc,30
_.masty._,60
juli19631,bild 115cm bild 230cm
1_patrikkirtap_1,15 is the only answer
edicson.guzman,240
chloemayes7,
antonioluiz116,15 cm
tapok3936,так угарно что люди не понимают что с черепахой что без гора 330 а дальше уже и первоклашки решить могут
mariamg4r,mt300 mt300 m300t 300tt330 2t330300 2t30 t15 m315
u87.vv,الحجر 315 السلحفاة 15
ami_mak1,15
kc755977,60 cm
em4ys._._,x  y  300 x  y  330 donc y  15
joselg1206,la tortuga mide 50cm la piedra 280 cm
gladbachfan32,15cm
atanas.vakrilov,60 см
jomsviking.thorrson,15 
user6819576367412,
skm0n22,the rock is 315cm and the turtle 15
lauri_love00,⁶⁰
evelengoncalves_,pedra  tartaruga  300 pedra  tartaruga  330 pedra  300  tartaruga 300  2 tartaruga  330 tartaruga  15
sdr200_200,1 230
shadow_blade12341,поясню завтра только напомните а то мне сейчас лень
vj_kian,both 30cm
carloserivas207,1 15cm 2 30cm
taigermas,pic1 165 cm pic2 30cm
user4604175885713,żółw15cm
usereydsm5ki5h,тут 0 
bzasjonlotk,15 
stefan_lwd.058,15cm
manu3l1213,creo que 10 0 20
dyaqod9fjpp8,15 
deiberyefreyperez,15
sabamatiashvili2,30
achilllllllle,elle fais 15 cm la tortue et 315 le cailloux
belloli__07,15
trodocat,x  300  330  x 2x  300  330 2x  30 x  15 the turtle is 15 cm
jnatka,15
curvy85girl,15 cm
chouwy79,15
outsem,15
_rizottosan_,составим систему уравнений ху300 2ху330 выразим у из первого уравнения у300х подставим во второе уравнение 2х300х330 х330300 х30
gogol947,15
anthony_hoarau,15
tate1222t,270 30
loganbes0,30cm prove me wrong
noabelmino,30
a05160597,2 hình 2 đề khác nhau à
user830148723,la prima 15 la seconda 30
hujgdymamwywalonewcie,15
iv.kameni,60
colenow_2,15
brawldayn0,15
yordanova359,its 15
ph1lhoz,15
rara_musa1,1 15 230
la.valex_,15
.shadow00000,15
izabellabalogh73,60cm
dy5r1sc8xx0w,15
user72230970036735,15
bali3.0,10
kolya.kudash,30 см
hoan6624,2 bức hình 2 đáp án xrùa yđá h1 x300 y xy 330  xx300330 xx300330 2x30 x 15 y315 h2 x300y  yx300 x330xy  y330 vs 2 pt trên ta có x30 y330
xyska2,15 тасбақа тас 315
betapvestickman1,gọi chiều cao rùa là x ta có x300330x giải phương trinh trên như sau 2x300330 suy ra 2x30 suy ra x15 vậy rùa cao 15cm đá cao 315 cm sai làm dog
il.bro947,x  y  300 x  y  330 x  300  y 300 y  y  330 300  2y  330 2y  30 y 15
ayanakoji772,xxy330 y330 and yx300 x30
mattschonewille,15
hi251756,15
bojanstojanovski763,20
the_real_mirror,4 хештег это типо iq
mischka.zetmn,60
prjatli4,30
._485491,30
saiki.jr18,
winrrr1,60
1938_shems,15
sofietorstensson,30
5ragna7,уху330 х330 330у300 у30
a.k91914,1 15 2 30
dorianw56100,15 cm
aliahmed2024tr,15
vicich1,черепаха так и осталась 30 в первом случае камень 300 плюсом черепаха 330 во втором случае камень так же 300 но вот что интересно отсчитывают от головы черепахи и так же остаётся 330 но камень
nhathichbanhang,hình 1 đặt rùa là x cm  đá ycm  y  x  300 y  x  330  x 15  y 315 hình 2 đặt rùa là x cm  đá ycm y  x  300 y  x  x 330  x  30  y  330
umbet_,хх300330 2х330300 2х30 х230 х15
omivigo,15
phuc.27.10.2011,30 cm nhìn kĩ đi con rùa trong hình 1 đặt ngang khối đá ko ảnh hưởng tới chiều cao
user2oi66dfzbc,330xy 300xy 330x300x 330300xx 302x 302x x15
oltean.ioan7,15
jo20274,je comprends pas cest quoi la différence  expliquezmoi
vakh089,так это же ещё легче 
datdat460,ae xem kĩ đi đừng bị đề bài đánh lừa thi giác h1 nó chỉ từ đá đến đầu còn rùa còn hình 2 từ đầu rùa xuống đáy luôn nên là 15 chứ ko phải 30
bestoffalles,15cm100
zz_tobi_zz,15
kaksausah,ist 60
phamlao2402,30
tiktokpowiadomienie.0o7,0
xun.bch.l1,15 chuẩn ko ad
tetapsilon,1 15cm 2 30cm
mrk_143,60cm
user69404861955704,60
_lucifer_068,первое фото 60 второе 30
daniel.villar146,vcs precisam fazer conta pra saber que é 15 
daniel.villar146,15
megara467,15
2908capybara,60 cm
lena_glotova83,15
aye.myat.kyaw1,15
userack12345,15cm
carg393,15
matthias181,15 cm
enricobradmaffiol,3002x330 2x330300 2x30 x15
anton.bln21,15cm
rios__16,mide 15 cm digo
_.natalismus._,15
j.k.777777,15
new1120862,15
catkiller542,
primelolso01,15 cm
costilhasdesousapt,15cm e 30cm
rbert.timr0,60cm
ubai_d1llah,60 fr
bananapolo32,15
campur1234567,60 real
ribike3,the picture 2 its harder
thaiquy03,khổ quá 2 hình khác nhau
tinus_159,15
lenthanhnam27,cái t thắc mắc là sao con rùa nó trèo đc lên cục đá đấy
bandi9204,30cm
ella_onhullu,its 60cm
barni9242,60cm30cm
gin._.senzatonic,30
amari_.king,60cm
gazadki123,30
aurelosztafin,30
n_i_i_f,ow 15
n_i_i_f,60
xiatao37,15
ignaciodlr,imagen 1 x15 cm imagen 2 x10 cm
voldigoat999,its on one 15 and also at the second picture 
natangalia1,30
charliejoy_0495,15 cm
mrk__lla,
alessandro_chimenti,15
dibecollo,15
andreadeangelis21,
savage_doge4,15
chat20232,simple 15
dino.nugget71,60 hä
uli_x_x_12,15
user1429683925281,300x 300×
user3663509961221,15
angelogenito86,15
maj_siatka,30
the_smallcreator,60 wth
nodzz8,
b.079.2011,15
mi.chiamo.anna77,15
humtie5,how do people get 15 on the first one  its 60
noah.pro86,60
bartekmarzec312,60 cm
.robloxx007,20 см
florin.geana4,30 cm
meteoktay3,15 cm
ilegendfox,15
anyoneunder20isafart,15
yahyabendrhourhi,15
daanc452,30 easy
anabelenrodrigu11,por aquí los que decimos 60cm
koky_453,30
timfg824,330x300×  2x30  x15  turtle
ala_mroweczka_13,polska ile 1 a ile 2
luckytkm8j0,30 see height of the rock
timo_s11,60
zloypubgmobile7,15
eli733517,30mm
khng.c.tn8668,60 cm
luna2b12,30
m1k341111,15
imran_bjj1,300х330 х30
densi46,
vn.quoc.truong,em cãi
blacky_aaa,15 и 30
aung_khant20,0
el_xd7907,115 230
virginia.cortegos,15
jemappellefati7,je suis aller chercher une règle
jarussattayamook,3002เต่า  330
marina.paras4,15
omrialmalhi,15
van.dinh_tran,2x300330 x là rùa r giải
macouillassee,2x  300  330  330300 30  2x  302 x donc x  15 cm
teestla,
wilmadejesus60,30
panatha1908_2412,270
dvalquemist,yroca  xtortuga  330 yx  300 restando x  x  2x  30 x  15 y  315
itz_me_mia01,15
huyquangmai24,bài toán tổng hiệu
huyquangmai24,15
milanmihaly04,15
lola_mchl14,30
giovannijbautista,
jeongjihun5848,15
esteban.gabco0,30 cm
hypix08,60
francescogambard95,15
mdl598,30 cm
didzisburmistrs20,15cm
kayhaenel17,15
simon_ds,15
autoooos2,15 because first picture it goes from top till the turtle and second one it goes from the whole turtle to the bottom and that is 330 so bang
